"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"28881",53," Private",73134," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,60," United-States",1
"17800",40," Private",195394," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States",1
"960",42," Private",176286," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"5223",54," Federal-gov",392502," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"16848",32," Private",95885," 11th",7," Never-married"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",13550,0,60," United-States",1
"29125",64," Self-emp-not-inc",103643," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States",1
"304",55," Private",238638," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4386,0,40," United-States",1
"15437",30," Private",186932," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,75," United-States",1
"11027",28," Private",37359," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"20377",42," Self-emp-not-inc",199143," Prof-school",15," Divorced"," Prof-specialty"," Unmarried"," White"," Female",7430,0,44," United-States",1
"19379",40," Private",99604," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,24," United-States",1
"13783",44," Private",205474," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"21436",54," Self-emp-not-inc",103179," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States",1
"30068",31," Local-gov",158291," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",8614,0,40," United-States",1
"3040",46," Self-emp-not-inc",254291," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"25066",37," Private",249208," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," United-States",1
"594",31," Private",168387," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," Canada",1
"268",64," Private",21174," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"32246",31," Private",188246," Assoc-acdm",12," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",1
"19926",33," Self-emp-not-inc",272359," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,80," United-States",1
"22970",44," State-gov",141858," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,75," United-States",1
"26628",30," Self-emp-inc",127651," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,48," United-States",1
"21431",52," Local-gov",35092," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"26494",51," Private",137815," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States",1
"32296",32," Private",33678," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
"19894",25," Self-emp-inc",148888," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"14046",51," Local-gov",170579," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"5100",46," Local-gov",216414," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
"29901",38," Private",91039," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States",1
"21241",46," Private",203067," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"30471",35," Self-emp-inc",89622," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"14774",44," Private",755858," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," United-States",1
"6427",42," Private",149909," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," United-States",1
"27003",30," Private",95299," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Vietnam",1
"3596",27," Self-emp-inc",153546," Assoc-voc",11," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,36," United-States",1
"13188",45," Local-gov",556652," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",1
"28911",59," Local-gov",296253," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",8614,0,60," United-States",1
"14315",31," Private",201122," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,45," United-States",1
"8238",47," Private",586657," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Japan",1
"9843",46," Self-emp-inc",276934," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States",1
"19073",43," Private",83411," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"6845",37," Federal-gov",325538," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," ?",1
"29784",28," Local-gov",213195," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
"31765",61," Private",181219," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1848,40," United-States",1
"10883",30," Private",206046," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1848,40," United-States",1
"17574",44," Local-gov",24982," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"26194",31," Private",114691," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"25555",51," Private",289572," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,50," United-States",1
"29148",50," Private",94081," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"1865",38," Local-gov",72338," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," Asian-Pac-Islander"," Male",0,0,54," United-States",1
"30586",52," Private",167651," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"22009",42," Private",303155," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"16519",49," Private",236586," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"4783",67," ?",182378," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",9386,0,60," United-States",1
"2237",60," Private",207665," HS-grad",9," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States",1
"705",46," Private",295566," Doctorate",16," Divorced"," Prof-specialty"," Unmarried"," White"," Female",25236,0,65," United-States",1
"6690",36," Private",151835," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,60," United-States",1
"17367",38," Private",48779," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"31525",51," Self-emp-not-inc",99185," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"24090",35," Self-emp-inc",111319," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,45," United-States",1
"10867",44," Self-emp-inc",104892," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,58," United-States",1
"15814",32," Federal-gov",42900," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,50," United-States",1
"5201",43," Federal-gov",144778," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
"23722",27," Private",186454," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",13550,0,40," United-States",1
"10558",46," Private",102308," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,56," United-States",1
"28523",42," Private",204235," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"24050",32," Private",53277," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"27652",43," Private",112763," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",8614,0,43," United-States",1
"32180",58," Private",250206," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States",1
"14561",33," Private",222221," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,45," United-States",1
"6653",29," Private",177413," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"9653",44," Private",120057," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",4386,0,45," United-States",1
"24743",24," State-gov",197731," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,49," United-States",1
"15719",62," Private",162825," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"3469",38," Local-gov",116580," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," United-States",1
"28551",43," Private",110970," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,40," United-States",1
"5772",46," Private",137354," Masters",14," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",1
"9423",62," Private",211035," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,30," United-States",1
"6037",40," Private",170214," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"31517",42," Local-gov",194417," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
"24275",67," Self-emp-not-inc",123393," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",6418,0,58," United-States",1
"8153",48," Private",240231," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Japan",1
"22519",54," Self-emp-inc",119570," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"12742",36," Private",361888," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",1
"29873",54," Private",36480," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,50," United-States",1
"17710",39," Private",76417," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"11878",38," Private",54816," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"14751",44," Private",109912," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",15024,0,32," United-States",1
"6536",25," Private",169905," Assoc-voc",11," Never-married"," Sales"," Not-in-family"," White"," Male",27828,0,40," United-States",1
"5918",39," Private",186183," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"7985",40," Private",209547," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,60," United-States",1
"18051",36," Private",189382," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
"19996",36," Self-emp-not-inc",89622," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,80," United-States",1
"4646",45," Private",186272," 9th",5," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",5178,0,40," United-States",1
"31149",40," Federal-gov",330174," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States",1
"7083",31," Private",104509," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,65," United-States",1
"2834",58," Self-emp-inc",349910," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," United-States",1
"6282",59," Private",171355," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"23953",59," Private",81929," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,45," United-States",1
"20938",33," Private",169496," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"32110",48," Private",99835," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"29684",46," Federal-gov",219293," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,80," United-States",1
"15632",42," State-gov",83411," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"4406",45," Private",102096," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," ?",1
"13330",41," Private",47902," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," United-States",1
"20170",41," Private",171615," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," United-States",1
"31674",41," Private",167106," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",3103,0,35," Philippines",1
"5711",41," Private",27444," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,46," United-States",1
"26111",51," Self-emp-inc",54342," Prof-school",15," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",27828,0,60," United-States",1
"24670",50," Private",279461," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"20258",28," Self-emp-inc",31717," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"2241",38," Federal-gov",338320," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," United-States",1
"20630",46," Local-gov",148995," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",4787,0,45," United-States",1
"28100",40," Private",178983," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,30," United-States",1
"2288",46," Local-gov",216214," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",1
"31012",29," Private",57889," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
"21797",40," Self-emp-not-inc",243636," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"8326",50," State-gov",116211," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,52," United-States",1
"29542",53," Private",285621," Masters",14," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
"30652",45," Private",341762," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States",1
"30980",41," Private",359696," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",15024,0,60," United-States",1
"7104",32," Private",152940," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"22672",32," Self-emp-inc",275094," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,55," Mexico",1
"3141",44," Private",160574," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,65," United-States",1
"26124",40," Private",83953," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
"2639",52," ?",159755," Assoc-voc",11," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",1
"3269",30," Private",403433," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,50," United-States",1
"452",45," Self-emp-inc",197332," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States",1
"24321",49," Self-emp-inc",213140," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,60," United-States",1
"4540",57," State-gov",32694," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"6488",28," Private",114967," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"17721",25," Private",185942," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",1
"26807",46," Private",78529," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,60," United-States",1
"23453",49," Federal-gov",229376," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"29853",37," Private",73471," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,47," United-States",1
"1512",30," Self-emp-not-inc",167990," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,65," United-States",1
"4146",36," Private",95654," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," Iran",1
"10011",56," Private",231781," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"13731",45," Private",170850," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,44," United-States",1
"27169",56," Private",197369," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"2714",39," Private",185520," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",8614,0,40," United-States",1
"8022",48," State-gov",85384," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"9191",44," Self-emp-not-inc",231348," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",1
"8228",31," Private",433788," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"8827",41," Private",156566," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",4386,0,50," United-States",1
"7880",51," Private",186303," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"5661",56," Private",192869," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
"3275",52," Local-gov",317733," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States",1
"2801",47," Private",168283," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"1430",57," Private",173796," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1887,40," United-States",1
"2185",63," Self-emp-inc",54052," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,68," United-States",1
"26077",34," Private",226443," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",1
"20646",44," Private",320984," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
"9018",37," Private",60722," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Japan",1
"28652",45," Self-emp-not-inc",216402," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,50," India",1
"9800",52," Private",84278," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,55," ?",1
"26711",50," Private",134766," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States",1
"31081",32," Private",194740," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,40," United-States",1
"31078",46," Self-emp-not-inc",119944," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"31066",52," Local-gov",153312," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
"1427",45," Self-emp-inc",36228," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",4386,0,35," United-States",1
"17676",68," Self-emp-not-inc",133736," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",20051,0,40," United-States",1
"26615",36," Self-emp-inc",337778," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," Yugoslavia",1
"13115",44," Private",196545," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States",1
"14447",43," Local-gov",198096," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," United-States",1
"1513",37," Self-emp-inc",217054," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",1
"9737",61," Private",539563," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"24197",42," Private",226902," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," United-States",1
"5533",42," State-gov",117583," Doctorate",16," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",8614,0,60," United-States",1
"12434",41," Private",203761," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"27325",32," Private",147284," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"24114",37," Private",105803," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",3103,0,45," United-States",1
"24527",50," Private",174655," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
"27943",27," Private",190525," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,55," United-States",1
"32546",39," Local-gov",111499," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States",1
"1812",35," Private",183898," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,50," United-States",1
"31490",28," Local-gov",229223," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,36," United-States",1
"21884",58," Self-emp-not-inc",61474," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",1
"19905",34," Private",265706," Masters",14," Never-married"," Sales"," Unmarried"," White"," Male",0,0,60," United-States",1
"3263",38," Self-emp-not-inc",190023," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
"15498",61," Private",423297," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"22027",40," Private",111483," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"23873",57," State-gov",183657," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,35," United-States",1
"18215",37," Private",119098," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"15709",49," Self-emp-inc",94606," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,60," United-States",1
"31435",39," Private",198841," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,45," United-States",1
"20865",44," State-gov",185832," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,46," United-States",1
"10777",54," Self-emp-inc",146574," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"31451",55," Private",70088," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"2416",39," Local-gov",153976," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"10432",50," Self-emp-not-inc",37913," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Italy",1
"17405",38," Self-emp-not-inc",122493," 10th",6," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,40," United-States",1
"22609",34," Private",261799," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,45," United-States",1
"22133",30," Federal-gov",266463," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"6987",37," Private",254973," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Wife"," White"," Female",0,0,40," United-States",1
"7048",59," Self-emp-inc",107287," 10th",6," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,2559,50," United-States",1
"9242",38," Private",233194," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," United-States",1
"26415",57," Self-emp-inc",376230," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,40," United-States",1
"21869",36," Private",115834," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",7298,0,55," United-States",1
"21253",32," Self-emp-not-inc",173854," Bachelors",13," Divorced"," Prof-specialty"," Other-relative"," White"," Male",0,0,35," United-States",1
"18589",43," Self-emp-inc",225165," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",1
"5228",50," Local-gov",186888," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,40," United-States",1
"31675",51," Private",289436," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"31715",43," Private",169628," Bachelors",13," Never-married"," Sales"," Unmarried"," Black"," Female",0,0,35," United-States",1
"3144",32," Private",295589," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,1977,40," United-States",1
"11374",44," Private",145441," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,48," United-States",1
"454",42," Private",197583," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," ?",1
"2421",66," ?",177351," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,2174,40," United-States",1
"17868",45," Private",82797," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"7297",31," State-gov",75755," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,55," United-States",1
"5756",56," Private",182460," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",1
"7819",25," Private",199224," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
"12690",41," Local-gov",193524," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
"20919",49," Private",192894," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"17225",46," Federal-gov",219967," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
