"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"5147",28," Private",56179," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",2174,0,55," United-States",0
"5148",17," ?",127003," 9th",5," Never-married"," ?"," Own-child"," Black"," Male",0,0,40," United-States",0
"5149",39," Self-emp-not-inc",124090," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5152",51," Self-emp-not-inc",218311," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,50," United-States",0
"5153",27," Private",167336," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,39," United-States",0
"5155",28," Private",263728," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5158",49," Private",43910," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,30," United-States",0
"5160",27," Private",109001," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,49," United-States",0
"5162",32," Private",194987," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,40," United-States",0
"5164",27," Private",133937," Masters",14," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States",0
"5169",58," Self-emp-not-inc",49884," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States",0
"5171",26," Private",229977," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States",0
"5172",21," Private",64520," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,55," United-States",0
"5178",67," Private",197865," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5179",41," Local-gov",175149," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," Black"," Female",0,0,38," United-States",0
"5181",36," Private",135293," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",1506,0,45," ?",0
"5182",18," Private",242893," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,35," United-States",0
"5183",25," Private",218667," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"5184",43," State-gov",144811," Prof-school",15," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",0
"5186",21," Private",206861," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," ?",0
"5187",65," Self-emp-not-inc",226215," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States",0
"5189",33," Private",124187," 11th",7," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",0,0,60," United-States",0
"5190",51," Private",147954," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",3411,0,38," United-States",0
"5191",27," Self-emp-inc",64379," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1740,40," United-States",0
"5192",17," Private",156501," 12th",8," Never-married"," Other-service"," Own-child"," White"," Female",0,0,16," United-States",0
"5194",61," ?",161279," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Female",0,0,36," United-States",0
"5196",43," Local-gov",115603," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"5200",42," Private",56483," Assoc-acdm",12," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"5204",17," Private",137042," 10th",6," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,20," United-States",0
"5205",30," Self-emp-not-inc",33308," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5206",30," Private",158420," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," Iran",0
"5207",22," Private",41763," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,25," United-States",0
"5209",28," Private",149734," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,52," United-States",0
"5210",25," ?",262245," Assoc-voc",11," Never-married"," ?"," Own-child"," White"," Female",3418,0,40," United-States",0
"5211",24," Private",349691," Some-college",10," Never-married"," Sales"," Other-relative"," Black"," Female",0,0,40," United-States",0
"5213",34," Self-emp-not-inc",174463," Assoc-voc",11," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," United-States",0
"5214",26," Private",236068," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Female",0,0,20," United-States",0
"5215",63," ?",445168," Bachelors",13," Widowed"," ?"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,56," United-States",0
"5216",25," Private",91334," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,75," United-States",0
"5217",28," Private",33895," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",0
"5218",36," Private",214816," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5219",24," Private",229773," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5220",51," Self-emp-inc",166386," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," Asian-Pac-Islander"," Female",0,0,35," Taiwan",0
"5226",43," Private",316183," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"5227",51," Private",162944," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5230",24," Private",192017," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,30," United-States",0
"5231",20," State-gov",161978," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States",0
"5233",57," Local-gov",323309," 7th-8th",4," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5236",22," Private",271274," 11th",7," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5238",21," Private",209483," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",0
"5240",52," Self-emp-not-inc",102346," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,35," United-States",0
"5242",50," Private",207367," Some-college",10," Married-spouse-absent"," Other-service"," Not-in-family"," White"," Female",0,0,40," Cuba",0
"5243",35," State-gov",82622," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,80," United-States",0
"5245",58," Private",142182," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,25," United-States",0
"5246",48," Federal-gov",94342," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States",0
"5247",30," Private",41493," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," Canada",0
"5248",18," Private",181712," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,12," United-States",0
"5249",29," Self-emp-not-inc",164607," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5251",63," Private",143098," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,40," United-States",0
"5255",23," Private",223231," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",0,0,40," Mexico",0
"5257",21," Private",362589," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
"5258",28," Private",94880," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,43," Mexico",0
"5259",20," Private",309580," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"5260",18," Private",130389," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," Scotland",0
"5261",21," Private",349365," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States",0
"5262",27," Private",376936," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5264",21," Private",105577," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States",0
"5267",23," Self-emp-not-inc",191283," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",0
"5269",22," State-gov",186569," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,12," United-States",0
"5271",38," Private",161141," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5272",20," Private",203003," HS-grad",9," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," United-States",0
"5273",90," Private",141758," 9th",5," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5278",23," Private",240160," Assoc-acdm",12," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States",0
"5279",34," Private",516337," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Mexico",0
"5281",39," State-gov",141420," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",0
"5282",19," Private",42750," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,55," United-States",0
"5284",40," Private",167265," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,43," United-States",0
"5285",44," Private",139907," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,50," United-States",0
"5287",25," Private",312966," 9th",5," Separated"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," El-Salvador",0
"5289",32," Private",198068," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,60," United-States",0
"5292",80," Private",157778," Masters",14," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,10," United-States",0
"5295",77," ?",132728," Masters",14," Divorced"," ?"," Not-in-family"," White"," Male",0,0,45," United-States",0
"5296",30," Private",137606," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",5013,0,40," United-States",0
"5297",35," ?",61343," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States",0
"5298",49," Private",268234," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"5299",33," Private",100135," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1740,25," United-States",0
"5300",53," Self-emp-not-inc",34973," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States",0
"5301",41," Private",323790," HS-grad",9," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,55," United-States",0
"5303",21," ?",180339," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,25," United-States",0
"5304",19," Private",125591," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"5305",28," Private",60772," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,45," United-States",0
"5306",42," Federal-gov",74680," Masters",14," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,2001,60," United-States",0
"5307",29," Self-emp-not-inc",141185," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,55," United-States",0
"5308",38," ?",204668," Assoc-voc",11," Separated"," ?"," Unmarried"," White"," Female",0,0,25," United-States",0
"5309",26," Private",273792," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States",0
"5311",40," Private",343068," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5313",28," Private",144063," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"5314",25," Self-emp-not-inc",257574," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,20," United-States",0
"5316",32," Private",183356," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"5317",32," Private",152940," Assoc-acdm",12," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,30," United-States",0
"5318",37," Private",227128," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5319",39," Local-gov",45607," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,56," United-States",0
"5320",49," Private",155489," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5321",28," ?",230704," HS-grad",9," Never-married"," ?"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"5322",24," ?",267955," 9th",5," Never-married"," ?"," Own-child"," White"," Female",0,0,20," United-States",0
"5325",40," Private",272240," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5326",29," Private",255476," 7th-8th",4," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," Mexico",0
"5327",59," Private",194290," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,48," United-States",0
"5331",58," Private",137547," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," South",0
"5333",23," Private",174626," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States",0
"5335",49," Private",332355," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"5336",49," Private",204057," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5337",25," Private",391591," 12th",8," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5339",28," Private",230743," Assoc-acdm",12," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5340",20," Private",190963," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,30," United-States",0
"5341",74," ?",204840," 5th-6th",3," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,56," Mexico",0
"5343",28," Private",212091," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",2580,0,40," United-States",0
"5345",61," ?",226989," Some-college",10," Married-spouse-absent"," ?"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5346",30," Private",140011," Assoc-voc",11," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,53," United-States",0
"5347",20," ?",432376," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," Germany",0
"5349",23," Private",224424," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"5351",19," Private",571853," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,30," United-States",0
"5353",26," Private",108542," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,35," United-States",0
"5354",34," Local-gov",194325," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",0
"5355",49," Private",114797," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," United-States",0
"5358",36," Private",228190," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,20," United-States",0
"5360",54," Private",138845," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5361",19," Local-gov",169853," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"5362",18," Never-worked",206359," 10th",6," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
"5363",60," Private",224097," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5364",28," Self-emp-not-inc",160786," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"5365",43," Self-emp-not-inc",190044," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"5366",49," Local-gov",145290," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"5367",25," Private",120268," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,70," United-States",0
"5368",17," Private",327434," 10th",6," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States",0
"5370",30," Private",1184622," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,35," United-States",0
"5373",27," Private",36851," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," United-States",0
"5374",29," Private",148550," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5376",31," Federal-gov",142470," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"5379",46," Private",163229," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"5380",59," Private",179594," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"5382",26," Private",58065," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,20," United-States",0
"5385",19," ?",308064," HS-grad",9," Never-married"," ?"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"5387",23," State-gov",142547," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"5388",24," Private",119704," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",0
"5391",31," Private",147215," 12th",8," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,21," United-States",0
"5392",31," Private",101562," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,55," United-States",0
"5393",63," Private",216413," Bachelors",13," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States",0
"5394",29," State-gov",188986," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,1590,64," United-States",0
"5395",43," State-gov",52849," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"5396",22," Private",304710," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,10," Vietnam",0
"5397",17," Private",265657," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States",0
"5399",35," Private",360814," 9th",5," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",0
"5400",32," Private",53260," HS-grad",9," Divorced"," Other-service"," Unmarried"," Other"," Female",0,0,28," United-States",0
"5403",26," Local-gov",197530," Masters",14," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5404",32," Private",340940," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"5410",60," Private",227266," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,33," United-States",0
"5411",21," Private",146499," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,1579,40," United-States",0
"5412",71," Local-gov",337064," Masters",14," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5414",50," Local-gov",117791," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5416",23," Private",73514," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Vietnam",0
"5417",74," Private",211075," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,30," United-States",0
"5420",28," Private",183780," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1740,40," United-States",0
"5421",45," Private",26781," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"5422",63," Self-emp-not-inc",271550," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,20," United-States",0
"5423",39," Private",250157," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,63," United-States",0
"5424",33," State-gov",913447," Some-college",10," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"5425",32," Private",153078," Bachelors",13," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," South",0
"5427",39," Private",231491," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," United-States",0
"5428",29," State-gov",95423," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,36," United-States",0
"5429",22," Private",234663," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"5431",46," Private",328669," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,42," United-States",0
"5433",44," Private",83508," Prof-school",15," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",2354,0,99," United-States",0
"5435",27," Private",261375," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"5436",52," Private",310045," 9th",5," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,30," China",0
"5439",37," Private",61299," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"5440",33," Private",113364," HS-grad",9," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"5441",35," ?",476573," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,4," United-States",0
"5442",46," Private",267107," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,45," Italy",0
"5443",35," Private",48123," 12th",8," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,50," United-States",0
"5444",33," Private",214635," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,50," United-States",0
"5445",48," Private",115585," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"5448",20," Private",89991," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,32," United-States",0
"5449",35," Private",101709," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Asian-Pac-Islander"," Male",0,0,60," United-States",0
"5450",19," Private",237455," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,25," United-States",0
"5451",21," Private",206492," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," ?",0
"5452",56," Private",28729," 11th",7," Separated"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5454",45," Private",275517," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,40," United-States",0
"5455",32," Private",128002," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,45," United-States",0
"5460",36," Private",154669," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,55," United-States",0
"5461",25," Private",191271," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"5462",28," Private",375482," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5465",47," Private",184005," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," Amer-Indian-Eskimo"," Female",3325,0,45," United-States",0
"5466",49," Self-emp-inc",30751," Assoc-voc",11," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States",0
"5467",22," Private",145477," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"5468",31," Private",91964," Some-college",10," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,40," United-States",0
"5470",19," Private",218956," HS-grad",9," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States",0
"5472",60," ?",251572," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Male",0,0,35," Poland",0
"5473",23," Private",319842," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States",0
"5475",54," Local-gov",182388," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,35," United-States",0
"5476",23," Private",205939," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,38," United-States",0
"5477",21," Private",203914," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,10," United-States",0
"5478",19," State-gov",156294," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,25," United-States",0
"5482",19," Self-emp-not-inc",30800," 10th",6," Married-spouse-absent"," Adm-clerical"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",0
"5484",22," Private",61850," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5485",49," Private",227800," 7th-8th",4," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,32," United-States",0
"5487",38," Private",104094," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"5490",41," Private",336643," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,80," United-States",0
"5493",55," ?",193895," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Female",0,0,40," England",0
"5494",25," Private",272428," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",4416,0,42," United-States",0
"5496",26," Private",288592," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5497",43," Private",266439," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,45," United-States",0
"5499",43," Private",131435," Bachelors",13," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5500",56," Private",175127," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,35," United-States",0
"5501",25," Private",277444," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
"5502",60," Private",63296," Masters",14," Divorced"," Prof-specialty"," Other-relative"," Black"," Male",0,0,40," United-States",0
"5503",28," Private",96337," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5504",21," Private",221955," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," Mexico",0
"5506",29," Private",632593," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States",0
"5509",18," Private",201901," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,10," United-States",0
"5510",32," State-gov",230224," Assoc-acdm",12," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," United-States",0
"5511",27," Private",113464," 1st-4th",2," Never-married"," Other-service"," Own-child"," Other"," Male",0,0,35," Dominican-Republic",0
"5512",48," Private",94461," HS-grad",9," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,16," United-States",0
"5513",20," Private",271379," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,25," United-States",0
"5514",55," Private",231738," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,40," England",0
