"AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
69," Private",182862," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",15831,0,40," United-States",1
35," Private",139364," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,40," United-States",1
45," Local-gov",61885," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,37," United-States",1
31," Private",246439," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",7298,0,50," United-States",1
55," Private",463072," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
42," Self-emp-inc",119281," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
32," Private",212276," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
33," Local-gov",34080," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
61," Private",80896," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,45," India",1
53," Private",126368," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States",1
34," Private",467108," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",1
48," Private",189462," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," United-States",1
48," Self-emp-not-inc",328606," Prof-school",15," Divorced"," Prof-specialty"," Unmarried"," White"," Male",14084,0,63," United-States",1
31," Local-gov",178449," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
55," Private",125000," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
44," Private",343591," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Female",14344,0,40," United-States",1
44," Local-gov",177937," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,36," United-States",1
39," Private",191342," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",1
52," Private",347519," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",1
32," Private",196342," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",1
38," Private",290306," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
45," Local-gov",238386," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
36," Private",128516," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
61," Local-gov",153408," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",1
53," Private",313243," Some-college",10," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,2444,45," United-States",1
33," Self-emp-not-inc",33404," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,65," United-States",1
49," Private",34545," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,40," United-States",1
42," Private",341204," Assoc-acdm",12," Divorced"," Prof-specialty"," Unmarried"," White"," Female",8614,0,40," United-States",1
47," Private",267205," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," ?",1
40," Local-gov",289403," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,1887,40," ?",1
44," Private",183342," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",1
49," Private",101320," Assoc-acdm",12," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,1902,40," United-States",1
25," Private",469572," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",8614,0,40," United-States",1
64," ?",205479," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",1
30," Private",165235," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Philippines",1
53," Private",123011," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",1
56," Self-emp-not-inc",220187," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,45," United-States",1
34," Private",167893," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,64," United-States",1
43," Private",150528," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",181091," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,60," Iran",1
28," Private",584790," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",1
26," Private",176729," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",1
48," Private",187505," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
49," Private",126754," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States",1
49," Private",309033," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,60," United-States",1
53," Private",29658," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
63," Private",181929," HS-grad",9," Widowed"," Exec-managerial"," Unmarried"," White"," Male",0,0,50," United-States",1
56," Private",174533," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States",1
52," Private",326156," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",1
65," ?",191380," 10th",6," Married-civ-spouse"," ?"," Husband"," White"," Male",9386,0,50," United-States",1
40," Private",272343," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
39," Private",225330," Bachelors",13," Widowed"," Prof-specialty"," Unmarried"," White"," Female",0,0,50," Poland",1
39," Private",209867," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",13550,0,45," United-States",1
35," Private",150042," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",1
49," Private",182752," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
36," Private",90159," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,32," United-States",1
54," Private",28518," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
45," Private",178215," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States",1
29," Private",144259," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",4386,0,80," ?",1
54," State-gov",93449," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," India",1
57," Private",169329," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," Black"," Male",0,1887,40," Trinadad&Tobago",1
48," Private",119471," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,56," Philippines",1
54," Private",104501," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,40," United-States",1
54," Private",165278," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
48," Self-emp-inc",287647," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,55," United-States",1
65," Private",36209," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,22," United-States",1
55," Private",41108," Some-college",10," Widowed"," Farming-fishing"," Not-in-family"," White"," Male",0,2258,62," United-States",1
54," Private",260052," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",139057," Masters",14," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",0,0,50," United-States",1
48," Private",175070," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,2258,40," United-States",1
53," Local-gov",110510," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States",1
42," Private",185602," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",1
47," Private",481987," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",1
44," Self-emp-not-inc",182771," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,48," South",1
32," Private",164243," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,60," United-States",1
49," Private",122385," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
34," Private",230246," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,42," United-States",1
34," Local-gov",93886," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,46," United-States",1
28," Private",303440," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States",1
35," Federal-gov",103214," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,60," United-States",1
42," Federal-gov",34218," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,50," United-States",1
39," Self-emp-inc",543042," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,50," United-States",1
51," Self-emp-not-inc",95435," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
45," Private",241350," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,48," United-States",1
44," Local-gov",145246," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,44," United-States",1
38," Federal-gov",172571," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",1
51," Private",233149," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
30," Self-emp-inc",321990," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," ?",1
44," Local-gov",145178," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,38," Jamaica",1
45," Private",197038," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",1
38," Private",76878," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States",1
30," Self-emp-not-inc",455995," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",1
50," Local-gov",163998," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,44," United-States",1
64," State-gov",216160," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," Columbia",1
47," Private",423222," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
43," Local-gov",96102," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,1887,40," United-States",1
46," Private",90758," Masters",14," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,35," United-States",1
39," Private",165106," Bachelors",13," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,1564,50," ?",1
47," Private",201699," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",5178,0,50," United-States",1
61," Federal-gov",229062," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1887,40," United-States",1
37," Private",179481," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
42," Private",176716," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
42," Local-gov",271521," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," Other"," Male",0,0,40," United-States",1
51," Private",139347," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",7688,0,40," United-States",1
34," ?",317219," Some-college",10," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States",1
41," Private",37997," 12th",8," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,84," United-States",1
44," Private",175669," 11th",7," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",5178,0,36," United-States",1
27," Private",185647," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States",1
46," Private",185291," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States",1
37," Local-gov",265038," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
42," Private",106679," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
42," Private",170230," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,55," United-States",1
28," Private",383322," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
67," Private",95113," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,37," United-States",1
42," Private",190543," Some-college",10," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States",1
39," Self-emp-inc",143123," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,2415,40," United-States",1
46," Self-emp-inc",201865," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
42," Local-gov",121998," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States",1
40," Private",146659," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
44," Private",184105," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",4386,0,40," United-States",1
37," Private",189878," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
46," Private",186410," Prof-school",15," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",1
65," Self-emp-inc",172684," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,44," Mexico",1
41," Private",42563," Bachelors",13," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,25," United-States",1
44," Private",178134," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",1
51," Private",138847," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",23686," Some-college",10," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,35," United-States",1
34," Federal-gov",190228," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,1902,48," United-States",1
38," Private",309230," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
37," Private",348739," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
50," Private",125417," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,40," United-States",1
30," Private",97521," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
53," Private",79324," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
56," Local-gov",370045," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
41," Private",147206," 12th",8," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",1
34," Private",73161," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
50," Local-gov",124076," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
27," Private",302406," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
36," Private",206951," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1902,45," United-States",1
40," Private",226608," Some-college",10," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,30," Guatemala",1
56," Local-gov",212864," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",196975," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
52," Private",147629," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States",1
36," Private",297449," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",14084,0,40," United-States",1
64," Private",43738," Doctorate",16," Widowed"," Prof-specialty"," Not-in-family"," White"," Male",0,0,80," United-States",1
42," Self-emp-not-inc",214242," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,50," United-States",1
47," Local-gov",149700," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,35," United-States",1
62," Private",159908," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,38," United-States",1
41," Private",201495," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
53," Private",34368," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
49," Private",195612," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States",1
32," Local-gov",240979," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",1
45," Private",217654," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Germany",1
48," Local-gov",177018," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
54," Private",206964," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
38," Private",210610," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
46," Private",251474," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
34," Self-emp-inc",186824," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States",1
49," Local-gov",219021," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,48," United-States",1
50," Private",133963," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1977,40," United-States",1
46," Private",229737," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," India",1
28," Local-gov",191177," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," United-States",1
49," Private",144844," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,52," United-States",1
71," ?",35303," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",9386,0,30," United-States",1
45," Federal-gov",162410," Some-college",10," Widowed"," Tech-support"," Not-in-family"," White"," Female",0,0,45," United-States",1
32," Self-emp-inc",113543," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
47," Private",145041," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Cuba",1
41," Self-emp-not-inc",27305," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",7688,0,40," United-States",1
57," Private",112840," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
34," Private",160261," HS-grad",9," Never-married"," Tech-support"," Own-child"," Asian-Pac-Islander"," Male",14084,0,35," China",1
55," Private",213615," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
35," Federal-gov",226916," Bachelors",13," Widowed"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",1
48," Federal-gov",188081," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
36," Private",226013," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",5178,0,40," United-States",1
32," Private",339773," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
65," ?",149131," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," Italy",1
42," Private",161510," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,40," United-States",1
57," Local-gov",170066," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,25," United-States",1
59," Federal-gov",100931," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
43," Private",201723," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,40," United-States",1
50," Local-gov",50459," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,42," United-States",1
41," Private",425049," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
31," Private",191834," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
51," Private",128143," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",33304," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
34," Private",24266," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," United-States",1
59," Private",348430," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,43," United-States",1
61," Self-emp-not-inc",111563," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,20," United-States",1
48," Private",145636," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,60," United-States",1
29," Self-emp-not-inc",132686," Prof-school",15," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,50," Italy",1
44," Self-emp-inc",229466," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
47," Private",123207," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States",1
45," State-gov",199326," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
42," Local-gov",138077," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,38," United-States",1
47," Private",266860," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States",1
40," Private",153372," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
39," Private",117683," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
43," Private",52498," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",1
60," Private",163665," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,16," United-States",1
35," Private",75855," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",7298,0,40," ?",1
30," Private",205950," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
45," Local-gov",199590," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," Mexico",1
65," Self-emp-not-inc",223580," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",6514,0,40," United-States",1
38," Private",209609," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
36," Private",659504," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,45," United-States",1
37," Self-emp-not-inc",164526," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",14084,0,45," United-States",1
51," Self-emp-not-inc",124963," Prof-school",15," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,80," United-States",1
34," Private",159255," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
50," Private",34832," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",15024,0,40," United-States",1
51," Private",410114," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
36," Private",238415," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
45," Self-emp-inc",34091," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States",1
40," State-gov",199381," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,37," United-States",1
66," Self-emp-inc",253741," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1825,10," United-States",1
51," Private",216475," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,1564,43," United-States",1
42," Private",175943," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",7298,0,35," United-States",1
39," Private",128715," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",10520,0,40," United-States",1
49," Local-gov",59612," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
59," Self-emp-not-inc",165315," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,43," United-States",1
48," Private",73434," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," Germany",1
27," Private",107812," Bachelors",13," Married-civ-spouse"," Sales"," Other-relative"," White"," Male",0,0,40," United-States",1
39," Self-emp-not-inc",218490," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,50," ?",1
56," Private",204816," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",100882," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
51," Private",123703," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",4386,0,40," United-States",1
47," Self-emp-inc",105779," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States",1
81," ?",89391," Prof-school",15," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,24," United-States",1
25," Federal-gov",27142," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
52," Private",150393," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
23," Self-emp-not-inc",258298," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,2231,40," United-States",1
48," Private",233511," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
36," Self-emp-not-inc",35945," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,45," United-States",1
